customer_id,first_name,last_name,email,city,account_type,signup_date,credit_score,annual_income,is_active
CUST_00023,Barbara,Arnold,gibsonlindsey@example.com,South Shannonton,current,2023-11-01,776,59769.33,True
CUST_00024,Paige,Miller,kennethwright@example.net,Hillhaven,current,2023-04-06,755,48427.37,True
CUST_00025,Ruth,Price,teresagray@example.org,Port Bryanbury,savings,2021-05-07,761,24818.29,True
CUST_00026,Kerry,Roberts,russellnorris@example.org,East Hilaryfort,current,2022-06-18,637,13334.12,True
CUST_00027,Matthew,Stewart,hopkinsannette@example.com,Graybury,current,2023-10-30,352,54216.33,False
CUST_00028,Sean,Bruce,james38@example.net,South Glenmouth,savings,2024-02-29,487,46718.47,True
CUST_00029,Marion,Smith,ashleypatel@example.org,South Nicholasmouth,current,2024-11-18,679,25939.44,True
CUST_00030,Valerie,Taylor,leigh36@example.com,East Rita,current,2021-08-08,364,24042.59,True
CUST_00031,Alex,Cook,sallywilliamson@example.org,Philliptown,premium,2022-04-04,820,31461.56,True
CUST_00032,Dominic,Hayes,kimstanley@example.org,West Francis,current,2024-04-02,771,57233.53,True
CUST_00033,Claire,Parkinson,yherbert@example.org,North Jayneberg,savings,2022-11-04,362,56642.46,True
CUST_00034,Dawn,Butler,maureen52@example.com,Donaldbury,current,2023-04-18,718,62754.97,True
CUST_00035,Harry,Rowe,paulinefowler@example.org,Clarkeland,current,2023-09-22,588,58968.81,True
CUST_00036,Lorraine,Price,zoe69@example.com,West Dalestad,current,2021-11-25,340,48472.04,False
CUST_00037,Nicole,Cooper,jasmine29@example.org,New Joshhaven,savings,2024-09-24,327,51625.27,True
CUST_00038,Denise,Carter,lewis09@example.net,North Zoemouth,savings,2024-07-01,332,64510.9,True
CUST_00039,Gerard,Bates,iwilliams@example.org,Collinsbury,premium,2021-11-12,347,74378.83,True
CUST_00040,Gerald,Naylor,duncanpamela@example.com,Martinfort,current,2022-02-14,398,22522.03,True
CUST_00041,Catherine,Long,lisasmith@example.net,East Jason,current,2021-03-08,846,24243.4,True
CUST_00042,Billy,Payne,billymccarthy@example.net,South Jasminetown,current,2024-08-31,761,43483.93,False
CUST_00043,Jade,Ali,kkhan@example.com,Hazelview,current,2022-07-22,304,74908.69,True
CUST_00044,Margaret,Robinson,danielle14@example.com,Robinsonfort,premium,2023-09-13,692,51763.63,True
CUST_00045,Joshua,Williams,whitesara@example.net,Juliahaven,current,2025-07-09,506,37027.23,True
CUST_00046,Kieran,Hicks,marilynpage@example.com,West Eleanor,current,2023-01-26,760,43782.72,True
CUST_00047,Frances,Smith,vmoss@example.com,South Russell,savings,2023-09-24,540,46835.22,True
CUST_00048,Gemma,Webb,elizabeth72@example.org,North Emma,current,2023-05-07,784,5248.62,True
CUST_00049,Alan,Robertson,brookesmarian@example.org,Hussainhaven,premium,2021-07-10,706,62454.1,True
CUST_00050,Ruth,Hudson,sophie20@example.net,Port Georgiastad,premium,2023-08-11,840,90744.52,False
CUST_00051,Anna,Jones,ahmedwilliam@example.org,South Patriciamouth,current,2021-12-13,335,47715.08,True
CUST_00052,Julie,Herbert,urogers@example.com,East Alex,savings,2025-02-08,542,57161.79,True
CUST_00053,Howard,Porter,laurasmith@example.org,Port Kayleighborough,current,2022-12-30,385,50861.18,True
CUST_00054,Francesca,Smith,jasmine66@example.com,Christianville,current,2023-01-04,327,62932.61,True
CUST_00055,Michelle,Brown,bartonlynda@example.org,New Nathan,current,2024-10-14,639,46941.55,False
CUST_00056,Stanley,Scott,jenniferdoherty@example.net,Mauricemouth,savings,2022-12-14,805,64372.9,True
CUST_00057,Jayne,Holmes,dedwards@example.net,Port Maryfurt,current,2024-03-23,647,59481.67,True
CUST_00058,Toby,Williams,foconnor@example.net,East Garry,premium,2025-01-20,684,39884.71,False
CUST_00059,Holly,Richardson,mchan@example.net,Bradleybury,current,2022-08-10,676,18012.2,True
CUST_00060,Lydia,Edwards,nbradley@example.org,Gailside,savings,2024-08-01,755,24618.54,True
CUST_00061,Brandon,Wilson,wrightrosemary@example.net,Lake Antony,savings,2024-09-18,710,16692.59,True
CUST_00062,Carly,Ford,xday@example.net,Christianfort,savings,2025-09-02,533,36587.09,True
CUST_00063,Rosie,Smith,sian22@example.net,Harrietton,current,2023-07-24,673,51026.46,True
CUST_00064,Hannah,Lambert,toby92@example.com,Dawnchester,current,2023-08-20,412,15829.66,False
CUST_00065,Louis,Parkinson,terryrobinson@example.net,Davistown,savings,2023-02-11,796,28079.66,True
CUST_00066,Frances,White,carole38@example.net,Ashleyland,current,2024-03-19,685,28550.21,True
CUST_00067,Olivia,Reid,dalyjason@example.com,Port Abdul,savings,2021-10-14,686,23549.36,False
CUST_00068,Rosemary,Jackson,alice00@example.com,Brownland,current,2025-02-15,380,25148.28,True
CUST_00069,Lynn,McCarthy,elliott48@example.com,Miahton,current,2023-09-22,412,43712.44,True
CUST_00070,Frederick,Lee,patrickgraham@example.org,Victormouth,savings,2022-10-30,524,51898.05,True
CUST_00071,Jacob,Matthews,reedluke@example.net,East Brandon,current,2023-09-22,684,33505.82,True
CUST_00072,Bruce,Hussain,dennisriley@example.com,Maryville,current,2023-06-22,715,36570.04,False
CUST_00073,Bryan,Murphy,vjennings@example.com,Stephenborough,current,2022-01-23,546,67856.46,True
CUST_00074,Andrew,Williams,ashleighreeves@example.net,Lynnefort,current,2022-04-10,422,60038.66,True
CUST_00075,Geoffrey,Chadwick,jthompson@example.net,East Marionstad,current,2021-09-07,700,28963.44,True
CUST_00076,Michelle,Griffiths,kevin45@example.com,South Reece,premium,2023-02-14,497,72680.31,True
CUST_00077,Derek,Rose,morrisalice@example.net,Trevormouth,current,2023-10-02,810,25189.27,True
CUST_00078,Frank,O'Neill,davissandra@example.org,Mitchellhaven,current,2022-06-05,648,33674.05,True
CUST_00079,Duncan,Robinson,conorclarke@example.net,North Garymouth,current,2025-07-29,702,62750.23,True
CUST_00080,Adrian,Hooper,millergraham@example.net,Portershire,current,2021-03-18,447,57109.66,True
CUST_00081,Gary,Bennett,pgibson@example.net,Johnsonhaven,current,2024-11-04,788,26611.52,True
CUST_00082,Mohamed,Reeves,rhicks@example.org,East Megan,current,2026-01-30,637,75998.69,False
CUST_00083,Jordan,Richardson,leonard18@example.net,Rossmouth,savings,2025-01-05,772,49113.0,True
CUST_00084,Christian,Chapman,hilaryhayward@example.org,Buckleyville,current,2025-11-29,597,16130.33,True
CUST_00085,Beverley,Palmer,harthannah@example.com,Winterville,current,2022-09-17,562,65877.21,True
CUST_00086,Leanne,Smith,sheila24@example.net,South Barry,premium,2024-01-25,301,55528.96,True
CUST_00087,Elizabeth,Middleton,ywood@example.net,Port Daniel,current,2022-07-24,603,46256.49,True
CUST_00088,Edward,Robertson,duncan94@example.net,West Jodieberg,savings,2021-03-13,459,55031.93,True
CUST_00089,Michael,Kennedy,sally27@example.net,Murrayberg,current,2025-05-13,308,64296.21,True
CUST_00090,Marc,Robinson,dhughes@example.com,Yvonnehaven,current,2022-01-04,507,23703.38,True
CUST_00091,Joshua,Thompson,williamsgraeme@example.org,North Karen,savings,2024-11-24,430,39290.21,True
CUST_00092,Anna,Davis,ben60@example.org,New Geoffrey,premium,2025-11-02,719,66305.85,True
CUST_00093,Jamie,Dobson,powellleonard@example.com,Bullfurt,current,2024-05-22,721,62079.96,True
CUST_00094,Tina,Bennett,butlerrobin@example.com,Walkerhaven,savings,2026-02-09,411,80771.88,True
CUST_00095,Aaron,Page,francis07@example.com,Trevorchester,current,2023-05-26,809,25292.36,True
CUST_00096,Christine,Miller,leeryan@example.com,Whiteburgh,current,2021-09-21,462,23121.19,True
CUST_00097,Karl,Newman,krobinson@example.org,Antonyborough,current,2024-06-12,460,44902.86,False
CUST_00098,Stephanie,Fleming,susankhan@example.com,Port Geoffrey,current,2025-11-10,803,37333.53,False
CUST_00099,Josephine,Ellis,barbarafrancis@example.org,Paigestad,current,2022-11-05,691,53489.72,True
CUST_00100,Adam,Porter,adam02@example.net,Kimberleybury,premium,2022-04-21,332,63810.71,True
CUST_00101,Denis,Brown,smithshannon@example.net,Taylormouth,premium,2021-07-17,759,90466.9,False
CUST_00102,Hollie,Allen,carrellie@example.net,Simonberg,savings,2025-02-27,321,47939.49,True
CUST_00103,Andrea,Gill,whitehouselaura@example.com,Nashberg,current,2021-06-02,337,44771.13,True
CUST_00104,Matthew,Anderson,anne90@example.com,Carolynmouth,current,2025-04-23,582,53267.08,True
CUST_00105,Douglas,Iqbal,victoriaallan@example.org,Daviesmouth,current,2025-09-28,326,45260.04,False
CUST_00106,Julie,White,rsmith@example.net,Tommouth,current,2021-10-05,583,74070.68,True
CUST_00107,Callum,Kerr,bethany18@example.net,Duncanborough,current,2022-01-21,780,57513.35,True
CUST_00108,Nathan,Wright,fshepherd@example.org,Port Bernardton,premium,2022-04-25,815,27856.85,False
CUST_00109,Kate,Roberts,jessica62@example.com,Lloydshire,current,2023-09-30,846,44768.33,True
CUST_00110,Georgina,Kennedy,ashleighbaldwin@example.com,New Grace,current,2023-06-25,345,48811.97,True
CUST_00111,Marilyn,Taylor,kateroberts@example.com,Jasonland,premium,2022-11-11,672,51544.47,True
CUST_00112,Eileen,Turner,ashleyevans@example.net,West Olivermouth,current,2023-05-04,336,55131.51,True
CUST_00113,Brett,Clarke,dwhite@example.org,Ritachester,current,2025-03-09,579,57122.59,True
CUST_00114,Brandon,Burton,lindseyodonnell@example.org,New Catherine,current,2024-06-16,398,6115.41,False
CUST_00115,Gordon,Morrison,leahchapman@example.org,Sandersonmouth,current,2024-01-04,415,28064.13,False
CUST_00116,Amanda,Gibson,mooreelliot@example.net,Abigailshire,current,2022-07-17,460,14703.06,True
CUST_00117,Hannah,Moore,elliottmolly@example.com,Thompsonborough,current,2022-08-22,555,-1361.36,True
CUST_00118,Stephanie,King,ksmith@example.net,West Louisstad,current,2023-05-18,622,39639.63,True
CUST_00119,Antony,Holt,victorkelly@example.org,Joefort,savings,2023-11-03,587,22045.6,True
CUST_00120,Frederick,Pearce,zoe60@example.com,Pateltown,current,2022-12-04,454,72792.06,True
CUST_00121,Henry,Woods,harriscarole@example.com,Thomsonchester,current,2022-03-07,789,52155.75,True
CUST_00122,Sylvia,Barnes,wyattalexandra@example.org,Brownchester,current,2024-07-26,692,56215.69,False
CUST_00123,Raymond,Charlton,cookhelen@example.com,Leighstad,current,2021-04-19,545,17446.61,True
CUST_00124,Shirley,Ford,mohammadharvey@example.net,Samuelside,current,2022-12-14,837,26243.5,True
CUST_00125,Janice,Watkins,ehart@example.org,Lewismouth,savings,2025-12-24,707,45478.64,True
CUST_00126,Irene,Jones,kjenkins@example.net,South Derekview,current,2023-10-14,335,62438.28,True
CUST_00127,Rhys,Hughes,fbradley@example.net,Chamberschester,current,2025-09-22,319,71617.63,True
CUST_00128,Henry,Ali,stuart43@example.net,Eleanorberg,premium,2023-02-25,699,64764.05,False
CUST_00129,Kimberley,Talbot,donald86@example.org,Juliaview,current,2025-07-18,770,46367.03,True
CUST_00130,Clare,Matthews,kerry38@example.com,Donnaland,current,2024-04-16,350,36811.82,False
CUST_00131,Sarah,Ellis,jackstewart@example.net,North Susanton,savings,2022-03-22,489,58725.2,False
CUST_00132,Leanne,Cole,georgejones@example.org,Trevorville,current,2023-01-04,641,12745.68,True
CUST_00133,Harriet,Murphy,anna73@example.org,New Geoffrey,savings,2023-04-23,604,27137.59,True
CUST_00134,Toby,Lloyd,lewisterence@example.net,North Danielle,savings,2025-03-01,563,38303.66,False
CUST_00135,Keith,Hill,mathew69@example.org,Evansside,savings,2026-01-17,352,69207.97,True
CUST_00136,Graeme,Johnson,gbutcher@example.com,East Terrytown,savings,2024-11-03,649,41975.28,True
CUST_00137,Iain,Mann,awoods@example.org,West Holliestad,savings,2025-02-25,346,29689.81,False
CUST_00138,Helen,Reynolds,rhodesderek@example.net,Kingburgh,current,2024-06-02,568,53446.28,True
CUST_00139,Samantha,Lucas,jashton@example.net,West Scottborough,current,2023-05-22,669,4497.15,True
CUST_00140,Amy,Cooper,iancook@example.net,Donaldburgh,current,2024-01-27,419,48729.09,True
CUST_00141,Francesca,Clayton,abigailcole@example.org,Jasmineport,savings,2025-06-28,357,29563.62,True
CUST_00142,Antony,Turner,eileenedwards@example.com,North Trevor,savings,2026-01-29,357,78226.03,True
CUST_00143,Frank,Murphy,ejones@example.org,Lawborough,current,2022-12-07,812,14023.43,False
CUST_00144,Ronald,Turner,udaly@example.net,Sophieton,savings,2023-11-30,417,38137.42,True
CUST_00145,Julia,Morton,nathan07@example.net,North Alisonshire,current,2022-02-03,787,48677.11,True
CUST_00146,Alison,Hodgson,qgardner@example.com,Mandychester,current,2023-05-09,488,56557.94,True
CUST_00147,Melanie,Townsend,smithgary@example.net,Roseton,savings,2025-09-25,746,78109.23,True
CUST_00148,Shaun,Baker,jamiewillis@example.com,New Eileenside,savings,2023-07-21,375,35741.49,True
CUST_00149,Jordan,Morris,susan51@example.com,East Callumfort,current,2023-10-30,453,70338.22,True
CUST_00150,Georgina,Kent,ylees@example.net,North Alanfort,current,2022-04-28,584,30846.61,False
CUST_00151,Bethany,Phillips,dale33@example.com,Alexanderfurt,premium,2022-11-05,519,53876.39,True
CUST_00152,Catherine,Williams,allan60@example.org,Dickinsontown,savings,2024-09-10,503,60492.68,True
CUST_00153,Deborah,Mitchell,hmurray@example.com,North Nathan,current,2021-04-26,517,58981.85,True
CUST_00154,Clare,James,sylvia25@example.org,North Amber,current,2024-01-16,588,56997.93,False
CUST_00155,Jayne,Hughes,harry18@example.org,New Jay,savings,2026-01-18,553,5100.77,False
CUST_00156,Patricia,Baldwin,thomasnicola@example.com,Albertfort,savings,2022-01-16,821,18996.14,True
CUST_00157,Gareth,Jones,pprice@example.org,West Jamie,current,2025-03-04,399,42431.76,True
CUST_00158,Clare,Harrison,bethnicholson@example.com,Lake Neil,savings,2023-09-03,741,35686.7,False
CUST_00159,Jill,Martin,lloydrobert@example.org,New Anthonyport,current,2022-03-12,624,64452.66,True
CUST_00160,Molly,Martin,gregory82@example.com,West Jeremyton,current,2025-03-09,635,75889.5,False
CUST_00161,Louise,Ward,bmclean@example.org,North Dean,savings,2022-12-28,557,46396.04,False
CUST_00162,Billy,Thomas,cooperroy@example.org,Kennethfort,savings,2021-08-30,774,37293.73,False
CUST_00163,Andrew,Roberts,chambersclive@example.com,Bennettport,current,2022-07-12,679,49539.69,True
CUST_00164,Maurice,Price,roymartin@example.com,West Joyce,current,2022-02-12,726,39580.75,False
CUST_00165,Georgia,Jones,paulperry@example.net,New Adrian,savings,2021-07-24,567,53786.54,False
CUST_00166,Kathryn,Butler,jacobdavidson@example.org,Hollyland,savings,2021-05-30,342,42830.04,True
CUST_00167,Conor,Hurst,alice69@example.net,Lake Katystad,savings,2023-01-22,584,35271.34,True
CUST_00168,Gillian,Ross,swilkinson@example.net,New Gerald,savings,2025-01-21,717,49151.97,False
CUST_00169,Barbara,Kaur,justin53@example.net,Lake Jacobmouth,current,2024-11-26,414,32555.26,True
CUST_00170,Robin,Griffiths,donaldchapman@example.net,Carolhaven,current,2021-06-20,800,37890.23,True
CUST_00171,Hollie,Roberts,emilytaylor@example.com,New Holly,savings,2025-06-22,792,53972.97,True
CUST_00172,Max,Conway,andrea17@example.net,Port Linda,current,2022-09-21,693,43425.37,True
CUST_00173,Bryan,Saunders,bernard72@example.org,East Jillview,current,2024-08-24,756,82408.48,False
CUST_00174,Clifford,Jackson,joyceweston@example.com,Sharpfurt,premium,2024-12-30,398,78760.34,True
CUST_00175,Dylan,Johnson,bensoncarolyn@example.net,Paulfort,savings,2024-03-23,847,70553.3,True
CUST_00176,Donald,Hughes,shaunjackson@example.com,Lake Bruceberg,premium,2023-01-03,489,33168.57,True
CUST_00177,Mathew,Dixon,nparry@example.net,Nicolefort,premium,2022-02-17,336,60289.56,True
CUST_00178,Carolyn,Short,jevans@example.net,Danielleville,premium,2022-04-11,578,22776.72,True
CUST_00179,Ellie,Brown,amylamb@example.com,Terryborough,premium,2024-02-01,516,32462.84,True
CUST_00180,Rosie,Griffin,pearceraymond@example.com,West Alex,current,2022-06-13,361,18159.85,True
CUST_00181,Lisa,Russell,mohammedburton@example.com,Whiteport,savings,2024-06-09,641,33206.94,True
CUST_00182,Shaun,Farrell,susanhammond@example.com,New Ryanview,savings,2026-01-17,695,39033.98,True
CUST_00183,Yvonne,Summers,dbrown@example.com,South Traceyfurt,current,2025-07-14,744,51483.33,True
CUST_00184,Heather,Burke,martyn55@example.org,Port Ross,current,2025-02-22,683,42397.14,True
CUST_00185,Dale,Bartlett,bakerlisa@example.com,East Joel,current,2023-10-29,805,28635.59,False
CUST_00186,Geoffrey,Fox,williamsowen@example.net,Jonesfort,current,2021-12-05,398,86847.75,True
CUST_00187,Elliott,Whitehouse,malcolmowen@example.net,Lake Lewisville,savings,2021-09-08,695,69098.46,True
CUST_00188,Dean,Henry,lburns@example.org,Daviston,current,2024-09-23,783,21066.79,True
CUST_00189,Carol,Warren,leonard89@example.org,New Paulland,savings,2022-04-20,450,38148.22,True
CUST_00190,Olivia,Edwards,potterdebra@example.com,South Karlville,current,2024-01-06,341,49986.29,True
CUST_00191,Daniel,Baker,hardyclive@example.net,Port Kenneth,savings,2022-12-03,485,46516.09,True
CUST_00192,Edward,Allen,kwilliams@example.com,West Valerie,current,2021-10-13,432,31456.77,True
CUST_00193,Jayne,Boyle,gchan@example.org,Ritahaven,current,2024-04-09,462,38818.15,True
CUST_00194,Stewart,Smith,iknight@example.com,New Sianside,current,2021-03-09,308,61076.26,True
CUST_00195,Jill,Moss,jonesashley@example.org,North Terryhaven,premium,2024-02-03,373,46801.45,True
CUST_00196,Ruth,Moore,gbennett@example.net,North Katie,premium,2024-03-06,529,46654.61,True
CUST_00197,Sara,Porter,chelseastephens@example.org,Hartchester,current,2025-01-02,818,16210.77,True
CUST_00198,Stephen,Garner,hbrooks@example.net,North Dylanmouth,current,2021-03-14,692,37330.25,True
CUST_00199,Danielle,Rowe,wayne56@example.org,Taylorchester,current,2024-06-14,493,68087.09,True
CUST_00200,Lydia,Robinson,robert38@example.net,West Louis,savings,2025-05-29,810,35452.37,True
CUST_00201,Mitchell,Jordan,collinskatherine@example.com,Craigton,current,2025-12-29,626,30631.12,True
CUST_00202,Nicola,Wilkinson,dunnrita@example.net,Littlefurt,current,2021-07-05,744,40731.06,False
CUST_00203,Rosemary,Smith,barry16@example.com,Adrianmouth,savings,2023-09-28,481,24613.17,True
CUST_00204,Maureen,Marsh,ahunter@example.net,Reevesburgh,current,2025-02-20,830,61639.16,True
CUST_00205,Reece,Anderson,alexjones@example.org,North Arthur,savings,2025-05-01,338,13270.73,True
CUST_00206,Glen,Booth,shaun67@example.com,Collinstown,savings,2025-06-24,519,36556.46,True
CUST_00207,Jason,Hilton,williamsstephanie@example.com,Kathrynland,savings,2025-04-20,357,62038.89,True
CUST_00208,Francis,Dean,jdavies@example.org,Benjaminberg,current,2021-03-12,660,60366.79,True
CUST_00209,Deborah,Norris,ooneill@example.com,Russellborough,current,2023-06-16,300,22915.56,True
CUST_00210,Christopher,Davies,garry36@example.org,Burkebury,savings,2024-01-06,804,60231.44,True
CUST_00211,Dorothy,Howe,kerrytaylor@example.net,Lake Margaretport,current,2022-10-17,490,28061.33,True
CUST_00212,Leonard,Riley,pearcegraham@example.com,Sheilaside,current,2021-08-05,416,44095.01,True
CUST_00213,Lewis,Palmer,gweston@example.net,Jasminetown,current,2021-08-18,433,7065.06,True
CUST_00214,Janet,Owen,katie36@example.com,Bellfort,savings,2023-05-06,379,56981.87,True
CUST_00215,Brenda,Barker,adam29@example.org,East Leonardmouth,savings,2022-12-30,512,54472.55,True
CUST_00216,Charlotte,Patel,amanda83@example.net,North Amy,current,2021-09-06,701,46087.01,True
CUST_00217,Jill,Smith,darren69@example.com,Danielshaven,current,2023-03-29,346,74022.87,False
CUST_00218,Russell,Oliver,shirleymorris@example.org,Reidmouth,current,2022-07-21,714,64185.42,True
CUST_00219,Martyn,Holt,xwilson@example.org,Sarahchester,current,2023-07-03,812,69008.23,True
CUST_00220,Raymond,Davies,tony33@example.org,Martynside,current,2021-11-14,770,81321.76,True
CUST_00221,Reece,Wilkinson,gbarton@example.net,Joyceton,savings,2023-03-01,311,27488.76,False
CUST_00222,Chelsea,Davies,margaretmoore@example.org,East Oliver,current,2021-11-02,672,40303.03,False
CUST_00223,Louis,Marsh,qwheeler@example.com,O'Brienland,savings,2024-07-10,307,54254.49,True
CUST_00224,Frederick,Harvey,joshhamilton@example.net,Lesleyton,savings,2022-03-20,615,24183.0,True
CUST_00225,Roger,Edwards,russell61@example.com,Gillbury,savings,2025-11-08,477,29035.3,True
CUST_00226,Craig,Hayward,annetteparker@example.org,Woodwardfort,savings,2025-12-08,801,18243.1,True
CUST_00227,Sam,Lewis,amanda34@example.org,Bradleyton,current,2023-09-18,444,32093.56,True
CUST_00228,Sandra,Khan,judith29@example.org,Walkerport,current,2021-10-16,760,12987.78,True
CUST_00229,Mark,Carter,stacey80@example.com,Jordanstad,savings,2025-01-19,846,59839.26,True
CUST_00230,Maria,Lewis,woodpeter@example.com,Billyville,savings,2025-09-25,749,74533.17,True
CUST_00231,Katie,Humphreys,vincentgriffiths@example.org,New Emilyfurt,current,2025-12-25,309,68588.8,True
CUST_00232,Eileen,Wright,samriley@example.org,Port Lynda,current,2021-12-21,523,35616.49,True
CUST_00233,Yvonne,Wilson,alexander10@example.net,New Judith,current,2021-05-07,538,50909.55,True
CUST_00234,Diane,Wood,jennifer32@example.net,Wheelerchester,current,2025-09-11,362,23053.08,True
CUST_00235,Leslie,Jones,bernard39@example.net,Mortonmouth,savings,2022-06-20,516,42709.2,True
CUST_00236,Graham,Lawrence,qmiller@example.com,Christineberg,current,2024-10-07,398,69756.33,True
CUST_00237,Heather,Hill,francescaford@example.org,New Victoria,current,2022-06-16,810,42827.43,True
CUST_00238,Owen,Thomas,reidmatthew@example.net,North Arthur,current,2022-04-03,817,43890.3,False
CUST_00239,Christine,Sullivan,rfisher@example.net,West Ronaldview,current,2024-08-12,775,45104.87,True
CUST_00240,Megan,Kelly,pdavey@example.com,Watsonview,savings,2022-12-03,757,45939.61,True
CUST_00241,Graeme,Hope,laurenthompson@example.com,Sharonfurt,current,2022-08-31,382,38739.53,True
CUST_00242,Claire,Allan,zscott@example.org,New Jodieshire,current,2022-03-13,300,13017.53,True
CUST_00243,Justin,Williams,conorthomas@example.com,Lake Roy,savings,2025-05-14,350,27557.92,False
CUST_00244,Julie,Vaughan,claire49@example.org,Rhodesborough,current,2025-12-31,748,31579.52,True
CUST_00245,Matthew,Williams,mgibbs@example.org,New Russell,current,2022-01-02,787,14317.72,True
CUST_00246,Geraldine,Price,johnsoncraig@example.com,Whitehouseport,current,2023-11-03,371,70553.54,True
CUST_00247,Jasmine,Riley,danny14@example.net,Lake Joshuachester,current,2021-09-21,453,-24563.38,True
CUST_00248,Duncan,Thompson,andersonleslie@example.net,Shaunshire,current,2021-10-06,605,39634.74,True
CUST_00249,Maria,Marshall,gibsonruth@example.org,North Lawrenceton,current,2023-03-17,567,33734.83,True
CUST_00250,Charlie,Smith,russelllawrence@example.net,East Douglaschester,current,2022-11-23,506,95785.16,True
CUST_00251,Michael,Green,robertsjodie@example.net,Toddberg,savings,2024-03-04,528,74780.9,True
CUST_00252,Martin,Hall,fosterjoel@example.net,North Albertview,current,2025-05-22,734,62556.5,True
CUST_00253,Clare,Porter,youngsam@example.com,Emmaland,current,2024-04-07,402,66168.49,True
CUST_00254,Emma,Taylor,kphillips@example.com,North Kieranville,current,2021-09-20,634,9825.21,True
CUST_00255,Timothy,Archer,lisa32@example.net,South Jayne,current,2025-05-18,734,39611.86,True
CUST_00256,Carol,Phillips,morrisonashleigh@example.com,Hugheston,current,2022-09-07,465,59350.85,True
CUST_00257,Leon,Williams,dennisgough@example.net,Marktown,savings,2024-03-17,780,35265.71,True
CUST_00258,Catherine,Scott,jamie05@example.com,Louiseburgh,savings,2024-06-03,405,71688.91,True
CUST_00259,Ricky,Johnston,michelleellis@example.org,East Lawrencechester,current,2021-05-19,380,44705.63,True
CUST_00260,Rosie,Jenkins,cedwards@example.org,West Derekport,current,2022-02-01,807,60928.11,True
CUST_00261,Billy,Parsons,dsimpson@example.com,Craigbury,premium,2025-08-27,368,44876.02,True
CUST_00262,Marian,Wallis,wrightlauren@example.org,Andersonside,savings,2024-04-17,504,53062.39,True
CUST_00263,Joseph,Allen,scottjill@example.com,Leonardmouth,savings,2025-11-17,425,18910.61,True
CUST_00264,Jessica,Chandler,marilyn45@example.net,Lake Lewis,premium,2025-01-28,410,58393.45,True
CUST_00265,Kate,Duncan,richardsonabbie@example.com,West Carly,current,2021-03-08,482,9717.46,True
CUST_00266,Arthur,Frost,mhill@example.net,Port Joeport,current,2023-11-03,819,74997.77,True
CUST_00267,Ellie,Jones,edwardssamuel@example.com,Katyside,current,2025-08-20,659,29951.07,True
CUST_00268,Sara,Saunders,turnergregory@example.com,Yvonneton,savings,2021-08-28,494,78474.96,True
CUST_00269,Elliot,Taylor,jeffrey83@example.com,Terencefort,current,2021-08-11,392,46520.96,True
CUST_00270,Nicholas,Hill,vincent66@example.org,Dylanbury,savings,2021-04-24,350,52059.2,True
CUST_00271,Cameron,Burton,liambegum@example.org,Taylorville,savings,2023-08-07,702,34935.25,False
CUST_00272,Lauren,James,brandon35@example.com,Sandramouth,current,2024-08-09,833,65906.26,True
